X1	X2	X3
-0.814180329548025	0.5149628463543	0.655655027367175
1.82946077842441	14.3265236240417	0.479564354941249
4.27020876796749	8.55774119697747	0.728601309936494
3.27411652439226	5.76296276248318	0.00249877469614148
3.17980150756506	-7.31207154536275	0.974144100956619
4.4096399666309	14.2890562515267	0.653679842781275
1.77956419979199	16.5939110097673	0.940950120985508
1.23127736206545	11.7555697949051	0.0027312196791172
2.67942874474759	2.69502380533142	0.543744407594204
4.12373779761763	4.02113908546874	0.335395487677306
-1.48008833323677	-17.2815759837597	1.18652135543525
0.704866001768747	-14.1662176698332	0.0968088207766414
0.148730992608014	-5.30134509554884	1.09119642237201
2.25500217791665	2.23929430907221	0.889545059669763
3.79730201635957	7.80416476722772	0.329150841850787
0.603054560062566	-14.7586016031044	0.0646697944030166
3.24438254701623	13.8263679672666	0.466216535121202
0.168326332732396	9.75972471649678	1.16654528165236
-0.328558112605987	-4.08666813397947	1.09290729425848
1.55551102693459	5.95434669962256	0.175060344580561
2.21171143917961	-3.14581624059625	0.589181655272841
3.09182690519937	14.5930590842211	0.837248312775046
0.319986244625995	-0.746232622215629	0.987711346428841
-0.0617154308264227	-6.71472777724509	0.0801065434701741
-0.117387782280654	13.7968268534733	0.75539381140843
0.891939985414942	-14.0529504051506	0.444903894793242
3.7634557086068	11.2355302160627	0.817542689479888
4.87997165021023	10.3910133066623	0.476246890146285
1.06308600617736	-0.409708957854487	1.03756319331005
1.32538500775155	0.630109873526986	0.239500042330474
-2.30842188123822	-10.4929497070851	0.543512623105198
2.98166885901366	9.25800884750713	0.911201247666031
3.24443195231843	3.19744322844224	0.880340469349176
1.0970780407723	4.17896750048219	0.552181324828416
1.12891409987623	-10.9902935344887	0.227971006929874
0.496277747166921	-4.3057053528293	0.574749121069908
2.74370181080181	-0.514593108904487	1.11460414202884
2.88636916127126	14.335752749266	1.1009120025672
1.50030219395938	7.7312623815833	0.484830643516034
-0.798004673815393	-6.0589198244851	0.188487823493779
1.67284809363658	-3.88238651338542	0.420258960686624
-0.415960634188095	0.312420270955215	0.327853477187455
0.868299331437001	2.79872944641463	0.845620260201395
2.63507649286506	-0.882570921266051	0.830425308085978
-0.350490165702119	-10.4244614197125	0.588912132941186
0.725297038155946	2.21252527871635	0.174624689854681
-5.20788413779153	-3.72153445656096	0.985940231010318
